COUNTRY,DATE,Confirmed,Deaths,POPULATION
Albania,2020-03-12,23,1,2877797
Albania,2020-03-13,33,1,2877797
Albania,2020-03-14,38,1,2877797
Albania,2020-03-15,42,1,2877797
Albania,2020-03-16,51,1,2877797
Albania,2020-03-17,55,1,2877797
Albania,2020-03-18,59,2,2877797
Albania,2020-03-19,64,2,2877797
Albania,2020-03-20,70,2,2877797
Albania,2020-03-21,76,2,2877797
Albania,2020-03-22,89,2,2877797
Albania,2020-03-23,104,4,2877797
Albania,2020-03-24,123,5,2877797
Albania,2020-03-25,146,5,2877797
Albania,2020-03-26,174,6,2877797
Albania,2020-03-27,186,8,2877797
Albania,2020-03-28,197,10,2877797
Albania,2020-03-29,212,10,2877797
Albania,2020-03-30,223,11,2877797
Albania,2020-03-31,243,15,2877797
Albania,2020-04-01,259,15,2877797
Algeria,2020-01-22,0,0,43851044
Algeria,2020-01-23,0,0,43851044
Algeria,2020-01-24,0,0,43851044
Algeria,2020-01-25,0,0,43851044
Algeria,2020-01-26,0,0,43851044
Algeria,2020-01-27,0,0,43851044
Algeria,2020-01-28,0,0,43851044
Algeria,2020-01-29,0,0,43851044
Algeria,2020-01-30,0,0,43851044
Algeria,2020-01-31,0,0,43851044
Algeria,2020-02-01,0,0,43851044
Algeria,2020-02-02,0,0,43851044
Algeria,2020-02-03,0,0,43851044
Algeria,2020-02-04,0,0,43851044
Algeria,2020-02-05,0,0,43851044
Algeria,2020-02-06,0,0,43851044
Algeria,2020-02-07,0,0,43851044
Algeria,2020-02-08,0,0,43851044
Algeria,2020-02-09,0,0,43851044
Algeria,2020-02-10,0,0,43851044
Algeria,2020-02-11,0,0,43851044
Algeria,2020-02-12,0,0,43851044
Algeria,2020-02-13,0,0,43851044
Algeria,2020-02-14,0,0,43851044
Algeria,2020-02-15,0,0,43851044
Algeria,2020-02-16,0,0,43851044
Algeria,2020-02-17,0,0,43851044
Algeria,2020-02-18,0,0,43851044
Algeria,2020-02-19,0,0,43851044
Algeria,2020-02-20,0,0,43851044
Algeria,2020-02-21,0,0,43851044
Algeria,2020-02-22,0,0,43851044
Algeria,2020-02-23,0,0,43851044
Algeria,2020-02-24,0,0,43851044
Algeria,2020-02-25,1,0,43851044
Algeria,2020-02-26,1,0,43851044
Algeria,2020-02-27,1,0,43851044
Algeria,2020-02-28,1,0,43851044
Algeria,2020-02-29,1,0,43851044
Algeria,2020-03-01,1,0,43851044
Algeria,2020-03-02,3,0,43851044
Algeria,2020-03-03,5,0,43851044
Algeria,2020-03-04,12,0,43851044
Algeria,2020-03-05,12,0,43851044
Algeria,2020-03-06,17,0,43851044
Algeria,2020-03-07,17,0,43851044
Algeria,2020-03-08,19,0,43851044
Algeria,2020-03-09,20,0,43851044
Algeria,2020-03-10,20,0,43851044
Algeria,2020-03-11,20,0,43851044
Algeria,2020-03-12,24,1,43851044
Algeria,2020-03-13,26,2,43851044
Algeria,2020-03-14,37,3,43851044
Algeria,2020-03-15,48,4,43851044
Algeria,2020-03-16,54,4,43851044
Algeria,2020-03-17,60,4,43851044
Algeria,2020-03-18,74,7,43851044
Algeria,2020-03-19,87,9,43851044
Algeria,2020-03-20,90,11,43851044
Algeria,2020-03-21,139,15,43851044
Algeria,2020-03-22,201,17,43851044
Algeria,2020-03-23,230,17,43851044
Algeria,2020-03-24,264,19,43851044
Algeria,2020-03-25,302,21,43851044
Algeria,2020-03-26,367,25,43851044
Algeria,2020-03-27,409,26,43851044
Algeria,2020-03-28,454,29,43851044
Algeria,2020-03-29,511,31,43851044
Algeria,2020-03-30,584,35,43851044
Algeria,2020-03-31,716,44,43851044
Algeria,2020-04-01,847,58,43851044
Andorra,2020-01-22,0,0,77265
Andorra,2020-01-23,0,0,77265
Andorra,2020-01-24,0,0,77265
Andorra,2020-01-25,0,0,77265
Andorra,2020-01-26,0,0,77265
Andorra,2020-01-27,0,0,77265
Andorra,2020-01-28,0,0,77265
Andorra,2020-01-29,0,0,77265
Andorra,2020-01-30,0,0,77265
Andorra,2020-01-31,0,0,77265
Andorra,2020-02-01,0,0,77265
Andorra,2020-02-02,0,0,77265
Andorra,2020-02-03,0,0,77265
Andorra,2020-02-04,0,0,77265
Andorra,2020-02-05,0,0,77265
Andorra,2020-02-06,0,0,77265
Andorra,2020-02-07,0,0,77265
Andorra,2020-02-08,0,0,77265
Andorra,2020-02-09,0,0,77265
Andorra,2020-02-10,0,0,77265
Andorra,2020-02-11,0,0,77265
Andorra,2020-02-12,0,0,77265
Andorra,2020-02-13,0,0,77265
Andorra,2020-02-14,0,0,77265
Andorra,2020-02-15,0,0,77265
Andorra,2020-02-16,0,0,77265
Andorra,2020-02-17,0,0,77265
Andorra,2020-02-18,0,0,77265
Andorra,2020-02-19,0,0,77265
Andorra,2020-02-20,0,0,77265
Andorra,2020-02-21,0,0,77265
Andorra,2020-02-22,0,0,77265
Andorra,2020-02-23,0,0,77265
Andorra,2020-02-24,0,0,77265
Andorra,2020-02-25,0,0,77265
Andorra,2020-02-26,0,0,77265
Andorra,2020-02-27,0,0,77265
Andorra,2020-02-28,0,0,77265
Andorra,2020-02-29,0,0,77265
Andorra,2020-03-01,0,0,77265
Andorra,2020-03-02,1,0,77265
Andorra,2020-03-03,1,0,77265
Andorra,2020-03-04,1,0,77265
Andorra,2020-03-05,1,0,77265
Andorra,2020-03-06,1,0,77265
Andorra,2020-03-07,1,0,77265
Andorra,2020-03-08,1,0,77265
Andorra,2020-03-09,1,0,77265
Andorra,2020-03-10,1,0,77265
Andorra,2020-03-11,1,0,77265
Andorra,2020-03-12,1,0,77265
Andorra,2020-03-13,1,0,77265
Andorra,2020-03-14,1,0,77265
Andorra,2020-03-15,1,0,77265
Andorra,2020-03-16,2,0,77265
Andorra,2020-03-17,39,0,77265
Andorra,2020-03-18,39,0,77265
Andorra,2020-03-19,53,0,77265
Andorra,2020-03-20,75,0,77265
Andorra,2020-03-21,88,0,77265
Andorra,2020-03-22,113,1,77265
Andorra,2020-03-23,133,1,77265
Andorra,2020-03-24,164,1,77265
Andorra,2020-03-25,188,1,77265
Andorra,2020-03-26,224,3,77265
Andorra,2020-03-27,267,3,77265
Andorra,2020-03-28,308,3,77265
Andorra,2020-03-29,334,6,77265
Andorra,2020-03-30,370,8,77265
Andorra,2020-03-31,376,12,77265
Andorra,2020-04-01,390,14,77265
Angola,2020-01-22,0,0,32866272
Angola,2020-01-23,0,0,32866272
Angola,2020-01-24,0,0,32866272
Angola,2020-01-25,0,0,32866272
Angola,2020-01-26,0,0,32866272
Angola,2020-01-27,0,0,32866272
Angola,2020-01-28,0,0,32866272
Angola,2020-01-29,0,0,32866272
Angola,2020-01-30,0,0,32866272
Angola,2020-01-31,0,0,32866272
Angola,2020-02-01,0,0,32866272
Angola,2020-02-02,0,0,32866272
Angola,2020-02-03,0,0,32866272
Angola,2020-02-04,0,0,32866272
Angola,2020-02-05,0,0,32866272
Angola,2020-02-06,0,0,32866272
Angola,2020-02-07,0,0,32866272
Angola,2020-02-08,0,0,32866272
Angola,2020-02-09,0,0,32866272
Angola,2020-02-10,0,0,32866272
Angola,2020-02-11,0,0,32866272
Angola,2020-02-12,0,0,32866272
Angola,2020-02-13,0,0,32866272
Angola,2020-02-14,0,0,32866272
Angola,2020-02-15,0,0,32866272
Angola,2020-02-16,0,0,32866272
Angola,2020-02-17,0,0,32866272
Angola,2020-02-18,0,0,32866272
Angola,2020-02-19,0,0,32866272
Angola,2020-02-20,0,0,32866272
Angola,2020-02-21,0,0,32866272
Angola,2020-02-22,0,0,32866272
Angola,2020-02-23,0,0,32866272
Angola,2020-02-24,0,0,32866272
Angola,2020-02-25,0,0,32866272
Angola,2020-02-26,0,0,32866272
Angola,2020-02-27,0,0,32866272
Angola,2020-02-28,0,0,32866272
Angola,2020-02-29,0,0,32866272
Angola,2020-03-01,0,0,32866272
Angola,2020-03-02,0,0,32866272
Angola,2020-03-03,0,0,32866272
Angola,2020-03-04,0,0,32866272
Angola,2020-03-05,0,0,32866272
Angola,2020-03-06,0,0,32866272
Angola,2020-03-07,0,0,32866272
Angola,2020-03-08,0,0,32866272
Angola,2020-03-09,0,0,32866272
Angola,2020-03-10,0,0,32866272
Angola,2020-03-11,0,0,32866272
Angola,2020-03-12,0,0,32866272
Angola,2020-03-13,0,0,32866272
Angola,2020-03-14,0,0,32866272
Angola,2020-03-15,0,0,32866272
Angola,2020-03-16,0,0,32866272
Angola,2020-03-17,0,0,32866272
Angola,2020-03-18,0,0,32866272
Angola,2020-03-19,0,0,32866272
Angola,2020-03-20,1,0,32866272
Angola,2020-03-21,2,0,32866272
Angola,2020-03-22,2,0,32866272
Angola,2020-03-23,3,0,32866272
Angola,2020-03-24,3,0,32866272
Angola,2020-03-25,3,0,32866272
Angola,2020-03-26,4,0,32866272
Angola,2020-03-27,4,0,32866272
Angola,2020-03-28,5,0,32866272
Angola,2020-03-29,7,2,32866272
Angola,2020-03-30,7,2,32866272
Angola,2020-03-31,7,2,32866272
Angola,2020-04-01,8,2,32866272
Antigua and Barbuda,2020-01-22,0,0,97929
Antigua and Barbuda,2020-01-23,0,0,97929
Antigua and Barbuda,2020-01-24,0,0,97929
Antigua and Barbuda,2020-01-25,0,0,97929
Antigua and Barbuda,2020-01-26,0,0,97929
Antigua and Barbuda,2020-01-27,0,0,97929
Antigua and Barbuda,2020-01-28,0,0,97929
Antigua and Barbuda,2020-01-29,0,0,97929
Antigua and Barbuda,2020-01-30,0,0,97929
Antigua and Barbuda,2020-01-31,0,0,97929
Antigua and Barbuda,2020-02-01,0,0,97929
Antigua and Barbuda,2020-02-02,0,0,97929
Antigua and Barbuda,2020-02-03,0,0,97929
Antigua and Barbuda,2020-02-04,0,0,97929
Antigua and Barbuda,2020-02-05,0,0,97929
Antigua and Barbuda,2020-02-06,0,0,97929
Antigua and Barbuda,2020-02-07,0,0,97929
Antigua and Barbuda,2020-02-08,0,0,97929
Antigua and Barbuda,2020-02-09,0,0,97929
Antigua and Barbuda,2020-02-10,0,0,97929
Antigua and Barbuda,2020-02-11,0,0,97929
Antigua and Barbuda,2020-02-12,0,0,97929
Antigua and Barbuda,2020-02-13,0,0,97929
Antigua and Barbuda,2020-02-14,0,0,97929
Antigua and Barbuda,2020-02-15,0,0,97929
Antigua and Barbuda,2020-02-16,0,0,97929
Antigua and Barbuda,2020-02-17,0,0,97929
Antigua and Barbuda,2020-02-18,0,0,97929
Antigua and Barbuda,2020-02-19,0,0,97929
Antigua and Barbuda,2020-02-20,0,0,97929
Antigua and Barbuda,2020-02-21,0,0,97929
Antigua and Barbuda,2020-02-22,0,0,97929
Antigua and Barbuda,2020-02-23,0,0,97929
Antigua and Barbuda,2020-02-24,0,0,97929
Antigua and Barbuda,2020-02-25,0,0,97929
Antigua and Barbuda,2020-02-26,0,0,97929
Antigua and Barbuda,2020-02-27,0,0,97929
Antigua and Barbuda,2020-02-28,0,0,97929
Antigua and Barbuda,2020-02-29,0,0,97929
Antigua and Barbuda,2020-03-01,0,0,97929
Antigua and Barbuda,2020-03-02,0,0,97929
Antigua and Barbuda,2020-03-03,0,0,97929
Antigua and Barbuda,2020-03-04,0,0,97929
Antigua and Barbuda,2020-03-05,0,0,97929
Antigua and Barbuda,2020-03-06,0,0,97929
Antigua and Barbuda,2020-03-07,0,0,97929
Antigua and Barbuda,2020-03-08,0,0,97929
Antigua and Barbuda,2020-03-09,0,0,97929
Antigua and Barbuda,2020-03-10,0,0,97929
Antigua and Barbuda,2020-03-11,0,0,97929
Antigua and Barbuda,2020-03-12,0,0,97929
Antigua and Barbuda,2020-03-13,1,0,97929
Antigua and Barbuda,2020-03-14,1,0,97929
Antigua and Barbuda,2020-03-15,1,0,97929
Antigua and Barbuda,2020-03-16,1,0,97929
Antigua and Barbuda,2020-03-17,1,0,97929
Antigua and Barbuda,2020-03-18,1,0,97929
Antigua and Barbuda,2020-03-19,1,0,97929
Antigua and Barbuda,2020-03-20,1,0,97929
Antigua and Barbuda,2020-03-21,1,0,97929
Antigua and Barbuda,2020-03-22,1,0,97929
Antigua and Barbuda,2020-03-23,3,0,97929
Antigua and Barbuda,2020-03-24,3,0,97929
Antigua and Barbuda,2020-03-25,3,0,97929
Antigua and Barbuda,2020-03-26,7,0,97929
Antigua and Barbuda,2020-03-27,7,0,97929
Antigua and Barbuda,2020-03-28,7,0,97929
Antigua and Barbuda,2020-03-29,7,0,97929
Antigua and Barbuda,2020-03-30,7,0,97929
Antigua and Barbuda,2020-03-31,7,0,97929
Antigua and Barbuda,2020-04-01,7,0,97929
Argentina,2020-01-22,0,0,45195774
Argentina,2020-01-23,0,0,45195774
Argentina,2020-01-24,0,0,45195774
Argentina,2020-01-25,0,0,45195774
Argentina,2020-01-26,0,0,45195774
Argentina,2020-01-27,0,0,45195774
Argentina,2020-01-28,0,0,45195774
Argentina,2020-01-29,0,0,45195774
Argentina,2020-01-30,0,0,45195774
Argentina,2020-01-31,0,0,45195774
Argentina,2020-02-01,0,0,45195774
Argentina,2020-02-02,0,0,45195774
Argentina,2020-02-03,0,0,45195774
Argentina,2020-02-04,0,0,45195774
Argentina,2020-02-05,0,0,45195774
Argentina,2020-02-06,0,0,45195774
Argentina,2020-02-07,0,0,45195774
Argentina,2020-02-08,0,0,45195774
Argentina,2020-02-09,0,0,45195774
Argentina,2020-02-10,0,0,45195774
Argentina,2020-02-11,0,0,45195774
Argentina,2020-02-12,0,0,45195774
Argentina,2020-02-13,0,0,45195774
Argentina,2020-02-14,0,0,45195774
Argentina,2020-02-15,0,0,45195774
Argentina,2020-02-16,0,0,45195774
Argentina,2020-02-17,0,0,45195774
Argentina,2020-02-18,0,0,45195774
Argentina,2020-02-19,0,0,45195774
Argentina,2020-02-20,0,0,45195774
Argentina,2020-02-21,0,0,45195774
Argentina,2020-02-22,0,0,45195774
Argentina,2020-02-23,0,0,45195774
Argentina,2020-02-24,0,0,45195774
Argentina,2020-02-25,0,0,45195774
Argentina,2020-02-26,0,0,45195774
Argentina,2020-02-27,0,0,45195774
Argentina,2020-02-28,0,0,45195774
Argentina,2020-02-29,0,0,45195774
Argentina,2020-03-01,0,0,45195774
Argentina,2020-03-02,0,0,45195774
Argentina,2020-03-03,1,0,45195774
Argentina,2020-03-04,1,0,45195774
Argentina,2020-03-05,1,0,45195774
Argentina,2020-03-06,2,0,45195774
Argentina,2020-03-07,8,0,45195774
Argentina,2020-03-08,12,1,45195774
Argentina,2020-03-09,12,1,45195774
Argentina,2020-03-10,17,1,45195774
Argentina,2020-03-11,19,1,45195774
Argentina,2020-03-12,19,1,45195774
Argentina,2020-03-13,31,2,45195774
Argentina,2020-03-14,34,2,45195774
Argentina,2020-03-15,45,2,45195774
Argentina,2020-03-16,56,2,45195774
Argentina,2020-03-17,68,2,45195774
Argentina,2020-03-18,79,2,45195774
Argentina,2020-03-19,97,3,45195774
Argentina,2020-03-20,128,3,45195774
Argentina,2020-03-21,158,4,45195774
Argentina,2020-03-22,266,4,45195774
Argentina,2020-03-23,301,4,45195774
Argentina,2020-03-24,387,6,45195774
Argentina,2020-03-25,387,8,45195774
Argentina,2020-03-26,502,9,45195774
Argentina,2020-03-27,589,13,45195774
Argentina,2020-03-28,690,18,45195774
Argentina,2020-03-29,745,19,45195774
Argentina,2020-03-30,820,23,45195774
Argentina,2020-03-31,1054,27,45195774
Argentina,2020-04-01,1054,28,45195774
Armenia,2020-01-22,0,0,2963243
Armenia,2020-01-23,0,0,2963243
Armenia,2020-01-24,0,0,2963243
Armenia,2020-01-25,0,0,2963243
Armenia,2020-01-26,0,0,2963243
Armenia,2020-01-27,0,0,2963243
Armenia,2020-01-28,0,0,2963243
Armenia,2020-01-29,0,0,2963243
Armenia,2020-01-30,0,0,2963243
Armenia,2020-01-31,0,0,2963243
Armenia,2020-02-01,0,0,2963243
Armenia,2020-02-02,0,0,2963243
Armenia,2020-02-03,0,0,2963243
Armenia,2020-02-04,0,0,2963243
Armenia,2020-02-05,0,0,2963243
Armenia,2020-02-06,0,0,2963243
Armenia,2020-02-07,0,0,2963243
Armenia,2020-02-08,0,0,2963243
Armenia,2020-02-09,0,0,2963243
Armenia,2020-02-10,0,0,2963243
Armenia,2020-02-11,0,0,2963243
Armenia,2020-02-12,0,0,2963243
Armenia,2020-02-13,0,0,2963243
Armenia,2020-02-14,0,0,2963243
Armenia,2020-02-15,0,0,2963243
Armenia,2020-02-16,0,0,2963243
Armenia,2020-02-17,0,0,2963243
Armenia,2020-02-18,0,0,2963243
Armenia,2020-02-19,0,0,2963243
Armenia,2020-02-20,0,0,2963243
Armenia,2020-02-21,0,0,2963243
Armenia,2020-02-22,0,0,2963243
Armenia,2020-02-23,0,0,2963243
Armenia,2020-02-24,0,0,2963243
Armenia,2020-02-25,0,0,2963243
Armenia,2020-02-26,0,0,2963243
Armenia,2020-02-27,0,0,2963243
Armenia,2020-02-28,0,0,2963243
Armenia,2020-02-29,0,0,2963243
Armenia,2020-03-01,1,0,2963243
Armenia,2020-03-02,1,0,2963243
Armenia,2020-03-03,1,0,2963243
Armenia,2020-03-04,1,0,2963243
Armenia,2020-03-05,1,0,2963243
Armenia,2020-03-06,1,0,2963243
Armenia,2020-03-07,1,0,2963243
Armenia,2020-03-08,1,0,2963243
Armenia,2020-03-09,1,0,2963243
Armenia,2020-03-10,1,0,2963243
Armenia,2020-03-11,1,0,2963243
Armenia,2020-03-12,4,0,2963243
Armenia,2020-03-13,8,0,2963243
Armenia,2020-03-14,18,0,2963243
Armenia,2020-03-15,26,0,2963243
Armenia,2020-03-16,52,0,2963243
Armenia,2020-03-17,78,0,2963243
Armenia,2020-03-18,84,0,2963243
Armenia,2020-03-19,115,0,2963243
Armenia,2020-03-20,136,0,2963243
Armenia,2020-03-21,160,0,2963243
Armenia,2020-03-22,194,0,2963243
Armenia,2020-03-23,235,0,2963243
Armenia,2020-03-24,249,0,2963243
Armenia,2020-03-25,265,0,2963243
Armenia,2020-03-26,290,1,2963243
Armenia,2020-03-27,329,1,2963243
Armenia,2020-03-28,407,1,2963243
Armenia,2020-03-29,424,3,2963243
Armenia,2020-03-30,482,3,2963243
Armenia,2020-03-31,532,3,2963243
Armenia,2020-04-01,571,4,2963243
Australia,2020-01-22,0,0,25499884
Australia,2020-01-23,0,0,25499884
Australia,2020-01-24,0,0,25499884
Australia,2020-01-25,0,0,25499884
Australia,2020-01-26,4,0,25499884
Australia,2020-01-27,5,0,25499884
Australia,2020-01-28,5,0,25499884
Australia,2020-01-29,6,0,25499884
Australia,2020-01-30,9,0,25499884
Australia,2020-01-31,9,0,25499884
Australia,2020-02-01,12,0,25499884
Australia,2020-02-02,12,0,25499884
Australia,2020-02-03,12,0,25499884
Australia,2020-02-04,13,0,25499884
Australia,2020-02-05,13,0,25499884
Australia,2020-02-06,14,0,25499884
Australia,2020-02-07,15,0,25499884
Australia,2020-02-08,15,0,25499884
Australia,2020-02-09,15,0,25499884
Australia,2020-02-10,15,0,25499884
Australia,2020-02-11,15,0,25499884
Australia,2020-02-12,15,0,25499884
Australia,2020-02-13,15,0,25499884
Australia,2020-02-14,15,0,25499884
Australia,2020-02-15,15,0,25499884
Australia,2020-02-16,15,0,25499884
Australia,2020-02-17,15,0,25499884
Australia,2020-02-18,15,0,25499884
Australia,2020-02-19,15,0,25499884
Australia,2020-02-20,15,0,25499884
Australia,2020-02-21,15,0,25499884
Australia,2020-02-22,15,0,25499884
Australia,2020-02-23,15,0,25499884
Australia,2020-02-24,15,0,25499884
Australia,2020-02-25,15,0,25499884
Australia,2020-02-26,15,0,25499884
Australia,2020-02-27,15,0,25499884
Australia,2020-02-28,15,0,25499884
Australia,2020-02-29,25,0,25499884
Australia,2020-03-01,27,1,25499884
Australia,2020-03-02,30,1,25499884
Australia,2020-03-03,39,1,25499884
Australia,2020-03-04,52,2,25499884
Australia,2020-03-05,55,2,25499884
Australia,2020-03-06,60,2,25499884
Australia,2020-03-07,63,2,25499884
Australia,2020-03-08,76,3,25499884
Australia,2020-03-09,91,3,25499884
Australia,2020-03-10,107,3,25499884
Australia,2020-03-11,128,3,25499884
Australia,2020-03-12,128,3,25499884
Australia,2020-03-13,200,3,25499884
Australia,2020-03-14,250,3,25499884
Australia,2020-03-15,297,3,25499884
Australia,2020-03-16,377,3,25499884
Australia,2020-03-17,452,5,25499884
Australia,2020-03-18,568,6,25499884
Australia,2020-03-19,681,6,25499884
Australia,2020-03-20,791,7,25499884
Australia,2020-03-21,1071,7,25499884
Australia,2020-03-22,1549,7,25499884
Australia,2020-03-23,1682,7,25499884
Australia,2020-03-24,2044,8,25499884
Australia,2020-03-25,2364,8,25499884
Australia,2020-03-26,2810,13,25499884
Australia,2020-03-27,3143,13,25499884
Australia,2020-03-28,3640,14,25499884
Australia,2020-03-29,3984,16,25499884
Australia,2020-03-30,4361,17,25499884
Australia,2020-03-31,4559,18,25499884
Australia,2020-04-01,4862,20,25499884
Austria,2020-01-22,0,0,9006398
Austria,2020-01-23,0,0,9006398
Austria,2020-01-24,0,0,9006398
Austria,2020-01-25,0,0,9006398
Austria,2020-01-26,0,0,9006398
Austria,2020-01-27,0,0,9006398
Austria,2020-01-28,0,0,9006398
Austria,2020-01-29,0,0,9006398
Austria,2020-01-30,0,0,9006398
Austria,2020-01-31,0,0,9006398
Austria,2020-02-01,0,0,9006398
Austria,2020-02-02,0,0,9006398
Austria,2020-02-03,0,0,9006398
Austria,2020-02-04,0,0,9006398
Austria,2020-02-05,0,0,9006398
Austria,2020-02-06,0,0,9006398
Austria,2020-02-07,0,0,9006398
Austria,2020-02-08,0,0,9006398
Austria,2020-02-09,0,0,9006398
Austria,2020-02-10,0,0,9006398
Austria,2020-02-11,0,0,9006398
Austria,2020-02-12,0,0,9006398
Austria,2020-02-13,0,0,9006398
Austria,2020-02-14,0,0,9006398
Austria,2020-02-15,0,0,9006398
Austria,2020-02-16,0,0,9006398
Austria,2020-02-17,0,0,9006398
Austria,2020-02-18,0,0,9006398
Austria,2020-02-19,0,0,9006398
Austria,2020-02-20,0,0,9006398
Austria,2020-02-21,0,0,9006398
Austria,2020-02-22,0,0,9006398
Austria,2020-02-23,0,0,9006398
Austria,2020-02-24,0,0,9006398
Austria,2020-02-25,2,0,9006398
Austria,2020-02-26,2,0,9006398
Austria,2020-02-27,3,0,9006398
Austria,2020-02-28,3,0,9006398
Austria,2020-02-29,9,0,9006398
Austria,2020-03-01,14,0,9006398
Austria,2020-03-02,18,0,9006398
Austria,2020-03-03,21,0,9006398
Austria,2020-03-04,29,0,9006398
Austria,2020-03-05,41,0,9006398
Austria,2020-03-06,55,0,9006398
Austria,2020-03-07,79,0,9006398
Austria,2020-03-08,104,0,9006398
Austria,2020-03-09,131,0,9006398
Austria,2020-03-10,182,0,9006398
